Respondent_Serial,brand,OSAT,Has a wide variety of menu options,Offers healthy/better-for-you menu options,Has a wide range of ingredients,Portions are the right size for my appetite,Is worth the price,Is a good value for the money,Has enticing promotional offers,Ordering is simple and easy,Integrates technology into its ordering process,Restaurant is clean,Ingredients are fresh,Offers good quality meats,Offers good quality veggies and toppings,Uses freshly baked bread,State,sales,Total subs sold in a year,Payment Used,Wait Time
10162,Chipotle,6,6,7,7,6,6,7,7,7,6,7,7,7,6,7,Missouri,4985.551848,465741.5089,Debit Card,8
10162,Panera,7,7,7,6,6,7,7,7,7,7,7,7,7,7,7,Montana,6778.386528,968890.3593,Google Pay,14
10178,Chipotle,6,7,7,7,6,5,7,6,7,7,7,7,7,7,6,Nebraska,2823.694786,50958.82847,Samsung Pay,7
10178,Firehouse Subs,6,7,7,7,6,7,7,7,7,7,7,7,7,6,7,Nevada,9016.398681,95660.45423,Apple Pay,10
10195,Jersey Mikes,7,7,6,7,6,7,7,7,6,7,7,7,7,7,6,New Hampshire,6420.271604,705254.4817,Google Pay,8
10195,McDonalds,7,6,7,7,7,6,7,7,7,7,6,7,7,7,7,New Jersey,5771.246676,211250.5523,Apple Pay,9
10200,McDonalds,1,1,1,1,1,1,1,1,3,1,2,1,1,1,1,New Mexico,6534.750444,242749.5257,Debit Card,14
10212,Chipotle,6,6,6,5,6,6,7,5,6,7,7,7,5,6,6,North Carolina,5458.265407,731676.2092,Samsung Pay,7
10212,Firehouse Subs,6,5,6,6,6,5,6,6,6,6,7,7,6,6,5,North Dakota,3478.135861,959630.6323,Debit Card,15
10221,Subway,4,3,3,3,3,3,3,2,3,3,3,3,2,2,3,Ohio,2283.678227,598139.7648,Samsung Pay,12
10221,McDonalds,5,6,5,5,5,4,5,5,5,6,6,6,4,6,5,Oklahoma,2651.517839,592510.8444,Cash,11
10247,Jimmy Johns,5,5,4,5,5,5,4,3,4,4,5,5,5,5,4,Rhode Island,3732.890566,29853.90341,Google Pay,5
10247,Panera,4,5,5,5,3,3,5,4,4,4,6,5,5,6,5,South Carolina,3679.974168,881460.0027,Apple Pay,5
10283,Jersey Mikes,7,6,6,7,7,7,6,5,7,6,7,7,7,7,7,Texas,385.5310278,635849.8715,Cash,15
10283,Jimmy Johns,4,5,3,4,6,4,3,3,4,5,5,4,4,4,4,Utah,3966.828863,50591.52236,Credit Card,15
10305,Jersey Mikes,7,3,7,4,5,5,4,5,6,5,4,6,5,4,4,Vermont,3482.446475,88130.86408,Samsung Pay,14
10305,Jimmy Johns,5,3,3,4,3,2,6,4,4,4,6,4,5,4,6,Virginia,5573.248255,277544.8746,Debit Card,14
10329,Subway,7,7,7,7,7,7,7,7,7,5,6,7,7,7,7,Washington,1053.60051,451457.3783,Credit Card,10
10359,Subway,4,3,1,2,5,2,3,5,6,4,4,3,4,3,5,Wisconsin,1573.686184,560112.2798,Google Pay,11
10362,Subway,6,5,5,5,6,6,6,6,5,6,6,6,5,6,7,Alabama,3767.458233,252774.679,Google Pay,13
10362,Chipotle,6,7,6,6,5,6,6,4,7,6,6,6,7,6,6,Alaska,1100.076477,613471.3336,Credit Card,12
10378,Jersey Mikes,2,4,4,4,5,6,4,5,6,4,4,4,5,3,4,California,1872.077782,178095.2096,Samsung Pay,9
10378,McDonalds,4,5,5,5,4,5,7,4,3,5,6,5,5,4,4,Colorado,8929.406765,601487.0063,Debit Card,10
10380,Firehouse Subs,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,Connecticut,2226.481457,792398.7877,Credit Card,8
10380,McDonalds,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,Delaware,2389.759238,624890.6421,Credit Card,5
10394,Jersey Mikes,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,Florida,7910.03661,790939.1803,Cash,10
10394,Panera,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,Georgia,9068.664996,26432.03709,Samsung Pay,9
10418,Jimmy Johns,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7,Hawaii,7263.153099,13672.91823,Credit Card,7
10418,Panera,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,Idaho,8733.676677,22105.22294,Apple Pay,14
10477,Chipotle,3,3,3,3,2,4,3,4,3,4,4,4,4,2,3,Kentucky,4350.107428,613716.8484,Cash,5
10477,Panera,5,6,5,6,3,5,5,5,5,3,6,5,5,5,5,Louisiana,7831.586164,871500.0322,Debit Card,13
10480,McDonalds,7,6,5,5,6,6,6,6,6,5,5,7,5,5,6,Maine,1334.99203,610323.4813,Apple Pay,15
10480,Panera,4,6,5,3,4,2,5,2,4,3,3,3,4,4,4,Maryland,3499.34544,17342.31383,Credit Card,12
10544,Chipotle,6,7,7,6,7,6,6,7,7,7,6,6,7,6,6,Minnesota,5231.042623,546171.9482,Credit Card,5
10544,Jimmy Johns,5,6,5,6,6,7,6,6,6,6,5,6,6,6,7,Mississippi,3544.888368,756667.4019,Debit Card,15
10571,Firehouse Subs,4,6,5,5,5,4,6,5,4,4,5,5,4,6,5,Missouri,821.7296284,782840.9427,Apple Pay,7
10571,Jimmy Johns,4,5,4,4,4,5,5,5,5,5,5,5,5,5,5,Montana,5280.121544,250977.2378,Debit Card,13
10652,Chipotle,5,6,6,6,6,6,5,6,6,6,6,5,6,6,6,New Hampshire,1137.225947,191644.2382,Credit Card,11
10652,Firehouse Subs,3,6,6,6,7,5,6,6,6,7,6,5,6,6,6,New Jersey,5427.300405,770132.2082,Cash,12
10654,Jimmy Johns,1,4,4,3,4,4,4,4,4,5,5,4,6,4,4,New Mexico,7526.759893,729771.389,Credit Card,13
10654,McDonalds,4,5,4,4,3,6,4,3,4,4,6,4,5,4,5,New York,6749.101633,909335.4352,Samsung Pay,10
10660,Subway,4,4,5,5,6,6,4,5,4,6,6,4,5,4,4,North Carolina,3191.407902,485364.1591,Apple Pay,5
10660,Firehouse Subs,5,5,3,6,4,4,5,6,5,4,5,6,5,4,5,North Dakota,278.1895835,703221.6693,Cash,8
10680,Firehouse Subs,3,4,4,6,5,7,5,2,6,4,5,4,5,5,4,Ohio,3732.876999,619081.5132,Credit Card,6
10680,Jimmy Johns,5,5,5,4,5,4,4,5,7,4,7,6,6,6,6,Oklahoma,4224.821902,643964.9868,Debit Card,6
10705,Firehouse Subs,4,4,2,5,5,4,4,1,5,2,4,3,3,3,3,Oregon,7256.481862,476873.7683,Debit Card,14
10705,Jimmy Johns,6,5,5,2,5,5,5,3,7,3,7,5,4,3,7,Pennsylvania,1143.379841,834991.4874,Cash,10
10716,Chipotle,6,4,4,5,5,3,4,5,5,4,4,5,5,4,5,Rhode Island,2785.12418,589709.4543,Cash,10
10723,McDonalds,6,5,5,5,6,7,7,6,6,7,6,6,5,6,6,South Dakota,4997.624542,394577.3225,Cash,7
10723,Panera,7,7,6,7,5,7,6,7,7,7,7,7,7,7,7,Tennessee,201.4921631,66375.55306,Debit Card,8
10725,Firehouse Subs,6,7,6,6,6,5,6,7,6,7,6,6,7,7,6,Texas,5094.368292,74028.19181,Debit Card,12
10725,Jersey Mikes,6,7,6,5,7,7,6,6,6,7,6,6,7,6,7,Utah,5872.6502,113992.7771,Cash,8
10730,Subway,3,3,3,2,5,3,3,2,3,2,3,3,2,3,2,Vermont,2619.523683,714945.6497,Debit Card,10
10730,Panera,4,4,4,5,4,4,4,4,4,5,5,4,3,3,4,Virginia,3561.255302,364543.217,Cash,12
10770,Jimmy Johns,4,3,2,3,3,4,3,3,4,1,4,5,5,4,3,Wisconsin,1396.906554,648139.9989,Apple Pay,10
10770,McDonalds,4,2,1,2,3,3,2,2,2,2,2,2,2,2,1,Wyoming,3414.7782,760974.361,Credit Card,12
10782,Subway,7,7,7,7,6,7,7,7,7,7,7,7,7,7,6,Arizona,2436.466564,775674.1748,Apple Pay,8
10782,Jersey Mikes,7,7,6,5,6,7,6,7,6,7,6,6,7,5,7,Arkansas,589.9168396,5648.597017,Credit Card,15
10793,Firehouse Subs,7,7,7,7,7,7,7,6,7,7,7,7,7,7,7,California,9348.18255,677569.5158,Google Pay,10
10793,Jimmy Johns,6,6,6,7,6,7,7,7,6,7,7,7,7,6,6,Colorado,2527.63545,223549.6608,Google Pay,8
10806,Firehouse Subs,7,7,7,7,7,7,7,7,6,7,7,7,6,7,7,Florida,7551.865882,453192.5591,Debit Card,11
10806,Jersey Mikes,6,7,6,7,7,7,7,7,7,7,7,7,7,7,7,Georgia,3070.531293,95504.46673,Samsung Pay,8
10822,Jimmy Johns,6,6,6,6,5,3,4,2,7,7,4,5,6,4,5,Idaho,7282.507611,207534.6395,Google Pay,13
10867,Subway,6,7,5,6,6,5,5,5,5,4,6,5,7,6,6,Illinois,4142.719444,66298.57527,Cash,12
10867,McDonalds,7,7,7,7,7,7,6,6,7,6,7,6,6,6,7,Indiana,2138.849446,490681.073,Debit Card,15
10874,Chipotle,7,7,7,7,7,7,7,6,7,7,7,7,6,7,7,Iowa,8843.52566,514676.5788,Cash,5
10874,Panera,6,7,7,7,7,7,7,7,7,7,7,7,6,7,6,Kansas,9554.614041,951288.259,Debit Card,14
10912,McDonalds,4,5,4,5,4,4,4,4,5,4,5,5,3,5,5,Kentucky,5449.276352,203350.9515,Samsung Pay,8
10912,Panera,5,4,5,4,3,3,3,4,5,4,5,5,4,5,5,Louisiana,3943.598143,683776.1379,Google Pay,10
10940,Jimmy Johns,2,2,3,3,3,2,2,3,2,1,4,2,2,2,2,Maine,4801.493808,942278.4307,Debit Card,12
10940,McDonalds,3,3,2,3,3,2,2,4,2,3,3,4,4,3,3,Maryland,9844.308366,681473.9752,Samsung Pay,11
10954,Subway,7,4,4,3,7,1,3,5,5,7,5,4,7,3,7,Massachusetts,2072.98809,294092.5589,Apple Pay,5
10954,McDonalds,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Michigan,9071.070287,567368.3691,Samsung Pay,14
10975,Subway,7,7,7,7,7,6,7,7,7,7,7,7,6,7,6,Minnesota,2653.42787,545086.9422,Apple Pay,12
10975,Jersey Mikes,6,7,7,7,7,7,7,6,7,6,7,7,6,7,7,Mississippi,9579.611364,862044.8183,Samsung Pay,9
10990,McDonalds,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,Missouri,2522.447281,412197.4608,Samsung Pay,14
10990,Panera,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,Montana,9527.781476,970315.8402,Cash,14
10993,McDonalds,5,4,3,5,5,4,5,2,3,4,5,5,6,6,5,Nevada,5008.331667,198497.8483,Google Pay,8
11000,Subway,7,6,7,5,6,7,5,7,7,6,6,7,6,6,7,New Hampshire,9366.463794,767671.5713,Credit Card,13
11020,Jersey Mikes,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,North Carolina,814.5233839,679823.2991,Credit Card,9
11020,Jimmy Johns,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,North Dakota,483.9789605,210286.161,Samsung Pay,5
11029,Chipotle,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Ohio,751.7235216,709388.5868,Cash,6
11039,Firehouse Subs,6,7,6,6,6,6,5,7,6,5,6,7,7,6,5,Rhode Island,802.103332,983656.9808,Credit Card,7
11039,Panera,6,6,5,7,7,5,6,7,7,6,5,6,7,7,5,South Carolina,3485.348929,143212.1826,Credit Card,13
11059,Jersey Mikes,6,7,6,6,7,7,7,6,7,7,7,7,7,7,6,South Dakota,5532.229634,441902.4078,Debit Card,13
11059,Jimmy Johns,5,6,6,6,6,6,7,5,6,5,7,7,7,6,7,Tennessee,3853.870137,388874.8349,Credit Card,5
11077,McDonalds,3,4,4,4,4,4,4,7,7,3,3,3,4,4,3,Texas,1935.17822,825914.9119,Credit Card,12
11077,Panera,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,Utah,1389.574501,593992.8879,Google Pay,15
11090,Jersey Mikes,4,4,4,5,4,2,4,2,3,4,4,4,5,3,3,Vermont,4811.778261,832324.8809,Apple Pay,8
11090,Panera,7,6,7,5,6,6,5,7,6,5,6,5,4,6,7,Virginia,2638.572106,805246.3394,Apple Pay,9
11108,Subway,6,5,5,6,5,3,5,5,6,2,2,5,3,3,5,Washington,9822.609798,56263.27372,Apple Pay,7
11108,Firehouse Subs,7,5,3,5,5,6,6,5,7,3,4,5,5,5,5,West Virginia,1383.48113,340499.2804,Samsung Pay,5
11114,Subway,7,6,7,6,6,5,6,6,6,6,6,6,6,6,6,Wisconsin,7797.012181,906876.7931,Cash,6
11132,Subway,5,5,5,5,5,5,5,6,6,5,6,5,5,5,5,Alabama,7974.126391,594592.3397,Debit Card,9
11132,McDonalds,5,5,4,4,5,5,5,5,4,3,3,3,4,4,2,Alaska,1456.357717,256000.6707,Samsung Pay,5
11150,Chipotle,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,California,8847.012583,526066.4007,Google Pay,14
11150,Firehouse Subs,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,Colorado,4945.75713,981470.689,Apple Pay,6
11172,McDonalds,7,6,3,5,4,6,6,5,5,5,5,4,6,5,6,Delaware,8835.375948,185317.4968,Debit Card,10
11203,Jersey Mikes,7,7,6,7,7,7,7,6,7,6,7,7,7,7,7,Florida,5850.078379,897502.3524,Debit Card,13
11203,Jimmy Johns,2,3,3,4,3,3,4,3,4,3,3,4,4,4,4,Georgia,3250.698507,294669.5367,Google Pay,7
11207,Firehouse Subs,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,Hawaii,9848.287515,126997.3009,Apple Pay,5
11207,Jersey Mikes,7,6,6,7,6,7,7,7,7,7,7,7,7,7,7,Idaho,6153.024252,601522.1837,Debit Card,5
11224,Jersey Mikes,6,4,4,6,7,7,6,4,7,6,4,6,7,6,6,Illinois,7322.508103,468474.2166,Credit Card,12
11224,Jimmy Johns,5,2,7,2,7,5,5,2,7,5,6,7,4,5,5,Indiana,3979.910649,718273.1859,Google Pay,10
11252,Firehouse Subs,5,5,5,5,5,5,5,6,5,5,6,6,5,5,5,Maine,1698.95595,837658.53,Apple Pay,6
11252,McDonalds,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,Maryland,7789.622968,685610.914,Credit Card,12
11255,Subway,4,5,4,3,4,4,1,6,3,4,3,1,5,4,6,Massachusetts,8248.210087,841360.1352,Google Pay,6
11255,Jimmy Johns,4,6,5,3,1,3,4,6,3,2,7,5,5,6,2,Michigan,6678.567107,617779.3386,Apple Pay,11
11261,Jersey Mikes,6,7,5,3,7,1,1,1,7,7,7,7,7,1,7,Mississippi,2787.1402,501893.713,Samsung Pay,13
11263,McDonalds,4,3,2,3,3,3,4,3,5,4,3,3,4,3,5,Missouri,2965.702076,310092.6131,Debit Card,7
11273,Firehouse Subs,6,4,3,4,7,7,3,6,4,4,6,4,5,4,6,Nebraska,4782.18738,955831.3264,Debit Card,12
11273,Jimmy Johns,3,5,5,6,5,7,5,5,4,5,5,7,6,6,6,Nevada,4806.117817,930562.6201,Apple Pay,9
11288,Subway,5,4,6,4,4,4,1,3,6,5,5,5,6,5,7,New Hampshire,4014.741167,144197.8217,Apple Pay,9
11300,Subway,5,5,6,6,4,5,6,6,6,5,6,5,6,5,6,New Mexico,8099.303582,753884.6338,Apple Pay,10
11300,Jimmy Johns,6,5,6,6,4,6,4,6,5,5,6,4,5,6,5,New York,2415.368436,572302.6663,Debit Card,10
11318,Chipotle,5,6,7,7,6,7,6,7,6,6,6,6,6,6,7,Ohio,3405.070131,55100.9818,Google Pay,15
11318,McDonalds,7,7,6,6,6,6,7,7,7,6,7,7,7,6,7,Oklahoma,7273.051869,858566.7542,Credit Card,9
11325,Firehouse Subs,2,3,4,2,2,3,2,3,2,4,3,2,2,4,6,Oregon,106.5596273,739340.8703,Debit Card,11
11325,Jersey Mikes,2,3,4,3,4,3,2,5,4,3,3,3,2,3,5,Pennsylvania,5262.699011,421510.7714,Credit Card,7
11340,Firehouse Subs,6,5,7,6,7,6,6,4,6,4,5,7,6,7,7,Rhode Island,3292.356095,997608.309,Apple Pay,9
11340,Jersey Mikes,3,5,6,6,7,6,5,2,5,3,6,7,7,7,7,South Carolina,6649.510561,403010.7042,Credit Card,12
11346,Jimmy Johns,7,7,5,7,7,6,7,6,7,7,7,7,7,5,7,South Dakota,877.9036937,893239.8239,Samsung Pay,13
11352,Subway,5,6,7,5,7,6,5,5,6,6,7,6,4,7,7,Texas,7783.574159,911888.9005,Google Pay,14
11352,Panera,6,5,6,5,5,6,5,6,7,7,4,7,7,5,4,Utah,943.6963,36403.11401,Samsung Pay,8
11370,Chipotle,7,7,6,7,7,7,7,7,7,6,5,7,6,7,7,Vermont,6324.641531,289988.5592,Cash,14
11412,Jersey Mikes,6,7,7,7,7,5,7,7,7,6,5,7,7,6,7,Virginia,6387.536807,422460.8924,Credit Card,12
11412,Panera,5,7,6,6,7,6,7,7,6,7,7,7,5,7,6,Washington,5220.452111,543503.7971,Samsung Pay,13
11417,Chipotle,6,5,5,6,5,5,5,5,5,5,5,5,5,5,5,West Virginia,7783.580876,336915.5563,Credit Card,6
11417,Jimmy Johns,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,Wisconsin,3767.664155,757747.5063,Samsung Pay,13
11456,Subway,5,1,3,4,3,3,4,4,4,3,3,3,3,4,3,Alaska,3059.314736,472413.6695,Google Pay,11
11456,Panera,5,3,2,5,3,4,4,3,4,3,4,4,5,4,4,Arizona,9347.171197,862669.1883,Debit Card,8
11461,Jersey Mikes,5,7,5,7,7,5,4,5,7,5,7,7,7,7,7,Arkansas,8051.463147,853558.4761,Google Pay,8
11461,Panera,6,7,7,7,7,5,5,7,7,7,7,7,7,7,7,California,2538.630365,318301.1991,Apple Pay,15
11467,Subway,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,Colorado,6176.305885,102480.2686,Debit Card,9
11467,McDonalds,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,Connecticut,1285.44033,355354.433,Apple Pay,9
11478,Firehouse Subs,7,7,5,7,7,7,7,6,6,6,7,7,7,7,7,Delaware,9886.056244,23679.87863,Google Pay,14
11478,Jimmy Johns,5,4,5,5,5,6,5,5,7,5,5,5,5,6,1,Florida,9510.56045,215279.7461,Apple Pay,13
11534,Chipotle,3,5,5,5,4,5,3,4,4,5,6,6,4,3,4,Indiana,6320.691573,488307.3068,Debit Card,6
11534,Panera,4,4,4,5,4,5,5,4,4,4,4,4,5,4,5,Iowa,9125.901132,139287.3165,Cash,8
11569,McDonalds,6,7,7,6,5,7,7,6,6,7,6,6,7,6,6,Massachusetts,3824.63433,428860.8289,Debit Card,15
11728,Subway,6,6,6,7,6,5,5,6,7,7,6,7,6,7,6,Michigan,6546.079354,388857.6066,Apple Pay,15
11728,McDonalds,6,7,6,6,7,5,7,7,6,7,4,7,7,6,7,Minnesota,6624.032329,8110.493501,Debit Card,7
11809,Subway,7,6,7,7,7,7,7,5,6,7,7,7,5,6,7,Mississippi,8388.921733,209394.9192,Samsung Pay,13
11809,Jimmy Johns,6,7,6,5,6,6,7,5,6,7,6,5,5,6,7,Missouri,4806.50101,405618.4013,Cash,7
11832,Subway,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,Montana,9854.838265,931449.7047,Credit Card,11
11832,McDonalds,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,Nebraska,3065.324839,181302.233,Apple Pay,14
11837,McDonalds,6,6,5,6,6,5,5,4,5,4,5,7,5,6,5,Nevada,6624.055468,132840.2425,Samsung Pay,14
11837,Panera,4,4,4,4,4,5,4,4,5,4,4,4,4,4,5,New Hampshire,3649.072132,603535.1275,Apple Pay,15
11846,Firehouse Subs,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,New Jersey,1636.816346,566109.3581,Credit Card,10
11846,Jersey Mikes,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,New Mexico,7753.284776,990151.0117,Samsung Pay,13
11855,Subway,7,7,7,7,7,7,7,7,7,2,7,7,7,7,7,New York,6646.321468,236759.1666,Credit Card,9
11855,Chipotle,7,7,7,7,7,7,7,7,7,5,7,7,7,7,7,North Carolina,7871.422017,350098.0143,Samsung Pay,7
11877,Chipotle,3,3,4,5,3,3,2,3,4,4,3,3,4,4,4,North Dakota,4889.573185,401753.7772,Debit Card,10
11877,McDonalds,7,7,5,7,4,7,7,5,6,6,7,7,7,6,7,Ohio,3653.383335,445720.2484,Credit Card,6
11926,Firehouse Subs,5,4,4,5,4,5,5,6,6,3,4,4,4,4,5,Oklahoma,3583.9967,685805.9278,Credit Card,15
11926,Jersey Mikes,5,5,5,5,5,5,5,4,4,5,5,5,6,5,5,Oregon,9094.346588,280337.9986,Samsung Pay,7
12087,Firehouse Subs,7,6,7,7,6,7,6,7,4,6,6,7,6,6,7,South Carolina,2048.046195,321764.8171,Google Pay,10
12087,Jimmy Johns,5,7,6,7,7,6,5,5,6,5,7,5,5,7,6,South Dakota,2258.232283,244626.9053,Credit Card,11
12114,Jersey Mikes,3,4,3,4,3,4,3,3,4,4,4,4,4,4,4,Tennessee,663.0070919,287227.2801,Google Pay,9
12114,Panera,4,4,4,4,3,4,4,4,4,4,4,4,4,5,4,Texas,4071.43864,897781.9373,Google Pay,10
12198,Firehouse Subs,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,Virginia,4470.704209,307678.1377,Debit Card,7
12198,Jimmy Johns,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,Washington,5.867996821,646167.4894,Apple Pay,14
12200,Jersey Mikes,3,3,3,5,3,5,4,5,2,3,6,3,6,2,3,West Virginia,9772.179361,966838.1957,Debit Card,13
12200,McDonalds,3,5,5,5,2,3,5,3,2,5,5,5,3,2,3,Wisconsin,5688.976422,819347.8956,Samsung Pay,8
12203,Chipotle,7,2,1,2,6,5,4,2,5,2,1,5,4,2,2,Wyoming,9141.403351,829048.0974,Credit Card,6
12203,Panera,6,3,7,3,6,4,5,5,3,1,5,6,6,3,7,Alabama,8768.073925,8339.355758,Apple Pay,14
12221,Jersey Mikes,7,7,5,7,7,7,6,7,6,6,6,6,7,7,6,Alaska,4207.205693,733683.2071,Debit Card,9
12221,Jimmy Johns,6,6,5,6,6,6,7,7,6,6,7,6,6,6,7,Arizona,9952.922915,263591.0057,Samsung Pay,10
12228,Subway,7,7,5,6,7,6,7,5,7,5,7,4,4,7,5,Arkansas,8473.234637,907192.6884,Debit Card,12
12298,Subway,5,5,4,5,3,2,2,5,3,2,4,5,4,4,6,Delaware,421.2312963,840326.85,Google Pay,14
12298,McDonalds,1,1,1,2,2,1,1,1,5,6,4,2,2,2,2,Florida,2161.315852,231091.9245,Apple Pay,10
12299,Chipotle,6,6,7,6,5,5,7,6,6,5,7,6,6,6,5,Georgia,6382.457677,559397.147,Samsung Pay,11
12299,Firehouse Subs,6,7,6,5,6,6,6,6,6,6,6,6,7,6,6,Hawaii,5206.832438,632664.0822,Debit Card,15
12316,Chipotle,4,5,3,4,4,5,5,4,4,4,3,5,4,3,5,Idaho,6191.76607,495275.5879,Credit Card,10
12316,Panera,4,4,4,5,4,4,5,4,6,3,5,5,5,4,5,Illinois,4548.982251,138177.6405,Apple Pay,13
12332,Firehouse Subs,6,6,6,7,6,7,6,6,6,7,7,7,7,6,7,Kansas,6749.766454,149976.7568,Google Pay,11
12332,Jersey Mikes,5,6,6,6,6,6,5,5,6,5,6,6,6,5,6,Kentucky,6542.488641,110070.0425,Apple Pay,11
12364,Firehouse Subs,6,7,6,7,7,7,6,7,6,7,7,7,7,7,7,Maryland,1168.696926,209966.7485,Debit Card,5
12364,Jimmy Johns,6,7,6,7,7,7,7,7,6,7,7,7,7,7,7,Massachusetts,9232.070714,527861.1575,Debit Card,10
12366,Jimmy Johns,7,6,7,6,6,7,6,5,6,5,6,7,6,7,7,Michigan,5054.170362,227125.1566,Debit Card,9
12366,Panera,7,6,7,6,5,6,6,6,6,6,6,7,6,7,7,Minnesota,3038.723975,424731.062,Debit Card,13
12402,Chipotle,6,5,4,5,5,7,6,6,5,5,5,4,4,3,7,Nevada,4065.483123,854198.41,Cash,9
12402,Firehouse Subs,6,5,5,4,5,6,6,6,4,5,4,7,5,4,5,New Hampshire,3818.525715,438926.545,Cash,9
12403,Subway,7,7,7,6,7,7,5,7,7,4,7,6,7,7,7,New Jersey,5183.794223,249719.5187,Debit Card,8
12403,McDonalds,7,7,3,7,7,7,7,6,7,6,6,7,7,7,3,New Mexico,2188.62064,820052.1029,Google Pay,10
12423,Subway,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,North Dakota,8204.618373,784690.4382,Cash,7
12430,Chipotle,6,7,6,6,6,6,6,5,6,5,6,6,6,6,6,Oklahoma,7559.714373,851776.2702,Credit Card,14
12430,Firehouse Subs,6,6,5,6,5,5,5,5,7,6,6,6,6,6,6,Oregon,7419.460627,772490.1283,Samsung Pay,13
12438,Jersey Mikes,4,4,4,5,6,5,3,7,4,4,5,6,5,4,5,South Carolina,8378.181355,751228.5479,Google Pay,10
12438,Jimmy Johns,4,5,5,4,4,5,4,4,4,4,6,4,4,3,4,South Dakota,580.7085503,882981.1001,Google Pay,9
12465,Panera,7,7,5,7,7,7,7,7,7,6,6,7,7,7,6,Vermont,6296.38857,797831.0307,Cash,12
12474,Jimmy Johns,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,Virginia,6410.316424,173692.9244,Google Pay,14
12482,Subway,5,6,5,5,5,5,5,5,6,3,5,4,5,4,6,West Virginia,9751.06572,537893.5068,Debit Card,14
12482,Panera,6,6,7,6,6,6,6,7,6,6,6,7,6,6,7,Wisconsin,6067.53401,733885.2534,Apple Pay,11
12496,McDonalds,5,5,4,5,4,5,4,5,4,4,4,5,4,5,5,Arizona,5446.896764,731205.2987,Cash,9
12510,Firehouse Subs,4,5,3,5,5,6,5,5,4,5,5,5,5,3,5,Arkansas,7142.453704,3270.504498,Debit Card,13
12510,Jersey Mikes,2,3,4,3,3,3,4,3,3,4,4,4,3,3,4,California,9722.7719,435386.9188,Apple Pay,9
12528,Firehouse Subs,6,5,6,6,4,5,5,5,5,5,5,5,5,5,5,Delaware,8494.874603,711628.9225,Cash,10
12528,Jersey Mikes,6,5,6,6,6,5,6,5,5,5,6,6,5,5,5,Florida,1095.223304,401367.2912,Cash,6
12531,McDonalds,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Georgia,3204.931382,400948.6178,Debit Card,9
12531,Panera,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Hawaii,7230.177207,334149.0418,Credit Card,5
12538,Subway,6,5,4,5,5,4,6,5,5,6,5,5,5,5,5,Idaho,4276.161827,784594.3003,Google Pay,13
12538,Chipotle,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,Illinois,9671.899598,247726.363,Samsung Pay,8
12545,Jersey Mikes,4,2,5,3,4,4,3,2,5,3,5,5,6,5,5,Indiana,9009.607956,252499.4652,Debit Card,5
12564,Chipotle,4,5,6,5,5,5,5,5,4,5,5,5,5,6,5,Kansas,4060.362306,107782.6902,Apple Pay,12
12564,Firehouse Subs,5,5,6,6,6,6,6,6,7,6,6,6,6,6,6,Kentucky,2888.540278,473151.2035,Google Pay,10
12577,Chipotle,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,Maryland,7047.062335,628661.875,Google Pay,6
12577,McDonalds,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,Massachusetts,9817.396398,343612.5481,Debit Card,9
12601,McDonalds,4,4,2,3,4,4,4,3,4,5,4,3,3,2,2,Missouri,1699.232133,851181.7406,Samsung Pay,7
12610,McDonalds,6,5,4,4,5,6,6,6,7,4,5,4,5,3,4,Nevada,4517.562848,562973.0647,Debit Card,10
12610,Panera,5,6,5,5,5,4,4,4,7,4,6,4,4,5,4,New Hampshire,2415.766952,804975.9376,Samsung Pay,15
